Study,Authors,Year (online),Year (print),Title,Journal,Pub year IF,2017 IF,Average n,Effect type,Species,Climate (FishBase),Env cue/stimulus?,Cue/stimulus type,Behavioural metric,Life stage,ctrl.n,ctrl.mean,ctrl.sd,oa.n,oa.mean,oa.sd
a42,Naslund et al,2015,2015,Behavioural responses to simulated bird attacks in marine three-spined sticklebacks after exposure to high CO2 levels,Mar Freshw Res,1.583,1.674,14,No,Gasterosteus aculeatus,Subtrop,Yes,Mimicked predator,"Time to freeze, Day 20",Adult,14,7.328,9.7646,13,2.656,2.4429
a42,Naslund et al,2015,2015,Behavioural responses to simulated bird attacks in marine three-spined sticklebacks after exposure to high CO2 levels,Mar Freshw Res,1.583,1.674,14,No,Gasterosteus aculeatus,Subtrop,Yes,Mimicked predator,"Freezing duration, Day 20",Adult,14,4.465,7.2313,13,2.352,3.8134
a42,Naslund et al,2015,2015,Behavioural responses to simulated bird attacks in marine three-spined sticklebacks after exposure to high CO2 levels,Mar Freshw Res,1.583,1.674,14,No,Gasterosteus aculeatus,Subtrop,No,-,Absolute lateralization,Adult,14,69.905,22.117,13,14.929,16.7267
a42,Naslund et al,2015,2015,Behavioural responses to simulated bird attacks in marine three-spined sticklebacks after exposure to high CO2 levels,Mar Freshw Res,1.583,1.674,14,No,Gasterosteus aculeatus,Subtrop,No,-,"% time HB, pre attack, day 10",Adult,15,9.9,13.4369,15,6.2,11.3621
a42,Naslund et al,2015,2015,Behavioural responses to simulated bird attacks in marine three-spined sticklebacks after exposure to high CO2 levels,Mar Freshw Res,1.583,1.674,14,No,Gasterosteus aculeatus,Subtrop,Yes,Mimicked predator,"% time HB post attack, day 10",Adult,15,26.6,31.6162,15,36.1,33.8886
a42,Naslund et al,2015,2015,Behavioural responses to simulated bird attacks in marine three-spined sticklebacks after exposure to high CO2 levels,Mar Freshw Res,1.583,1.674,14,No,Gasterosteus aculeatus,Subtrop,No,-,"% time HT, pre attack, day 10",Adult,15,60.7,20.5505,15,58.3,20.7481
a42,Naslund et al,2015,2015,Behavioural responses to simulated bird attacks in marine three-spined sticklebacks after exposure to high CO2 levels,Mar Freshw Res,1.583,1.674,14,No,Gasterosteus aculeatus,Subtrop,Yes,Mimicked predator,"% time HT post attack, day 10",Adult,15,53.2,29.3438,15,40.7,28.9486
a42,Naslund et al,2015,2015,Behavioural responses to simulated bird attacks in marine three-spined sticklebacks after exposure to high CO2 levels,Mar Freshw Res,1.583,1.674,14,No,Gasterosteus aculeatus,Subtrop,No,-,"% time OB, pre attack, day 10",Adult,15,7.8,9.2873,15,4.8,7.7064
a42,Naslund et al,2015,2015,Behavioural responses to simulated bird attacks in marine three-spined sticklebacks after exposure to high CO2 levels,Mar Freshw Res,1.583,1.674,14,No,Gasterosteus aculeatus,Subtrop,Yes,Mimicked predator,"% time OB post attack, day 10",Adult,15,4.4,12.5477,15,10,16.2033
a42,Naslund et al,2015,2015,Behavioural responses to simulated bird attacks in marine three-spined sticklebacks after exposure to high CO2 levels,Mar Freshw Res,1.583,1.674,14,No,Gasterosteus aculeatus,Subtrop,No,-,"% time OT, pre attack, day 10",Adult,15,21.7,16.2033,15,30.8,18.0805
a42,Naslund et al,2015,2015,Behavioural responses to simulated bird attacks in marine three-spined sticklebacks after exposure to high CO2 levels,Mar Freshw Res,1.583,1.674,14,No,Gasterosteus aculeatus,Subtrop,Yes,Mimicked predator,"% time OT post attack, day 10",Adult,15,15.8,19.5625,15,13.2,18.3769
a42,Naslund et al,2015,2015,Behavioural responses to simulated bird attacks in marine three-spined sticklebacks after exposure to high CO2 levels,Mar Freshw Res,1.583,1.674,14,No,Gasterosteus aculeatus,Subtrop,No,-,"% time HB, pre attack, day 20",Adult,14,2,20.14,13,7.4,21.247
a42,Naslund et al,2015,2015,Behavioural responses to simulated bird attacks in marine three-spined sticklebacks after exposure to high CO2 levels,Mar Freshw Res,1.583,1.674,14,No,Gasterosteus aculeatus,Subtrop,Yes,Mimicked predator,"% time HB post attack, day 20",Adult,14,21.6,29.5896,13,25.5,29.9849
a42,Naslund et al,2015,2015,Behavioural responses to simulated bird attacks in marine three-spined sticklebacks after exposure to high CO2 levels,Mar Freshw Res,1.583,1.674,14,No,Gasterosteus aculeatus,Subtrop,No,-,"% time HT, pre attack, day 20",Adult,14,78.7,25.008,13,64.6,28.5133
a42,Naslund et al,2015,2015,Behavioural responses to simulated bird attacks in marine three-spined sticklebacks after exposure to high CO2 levels,Mar Freshw Res,1.583,1.674,14,No,Gasterosteus aculeatus,Subtrop,Yes,Mimicked predator,"% time HT post attack, day 20",Adult,14,52.5,25.008,13,43.4,30.8127
a42,Naslund et al,2015,2015,Behavioural responses to simulated bird attacks in marine three-spined sticklebacks after exposure to high CO2 levels,Mar Freshw Res,1.583,1.674,14,No,Gasterosteus aculeatus,Subtrop,No,-,"% time OB, pre attack, day 20",Adult,14,3.5,14.8903,13,6.6,17.108
a42,Naslund et al,2015,2015,Behavioural responses to simulated bird attacks in marine three-spined sticklebacks after exposure to high CO2 levels,Mar Freshw Res,1.583,1.674,14,No,Gasterosteus aculeatus,Subtrop,Yes,Mimicked predator,"% time OB post attack, day 20",Adult,14,4.6,8.7814,13,12.1,12.601
a42,Naslund et al,2015,2015,Behavioural responses to simulated bird attacks in marine three-spined sticklebacks after exposure to high CO2 levels,Mar Freshw Res,1.583,1.674,14,No,Gasterosteus aculeatus,Subtrop,No,-,"% time OT, pre attack, day 20",Adult,14,15.8,16.2266,13,21.4,17.9358
a42,Naslund et al,2015,2015,Behavioural responses to simulated bird attacks in marine three-spined sticklebacks after exposure to high CO2 levels,Mar Freshw Res,1.583,1.674,14,No,Gasterosteus aculeatus,Subtrop,Yes,Mimicked predator,"% time OT post attack, day 20",Adult,14,21.3,20.14,13,21.9,20.3272
a43,Pistevos et al,2015,2015,Ocean acidification and global warming impair shark hunting behaviour and growth,Sci Rep,5.228,4.122,6,Strong,Heterodontus portusjacksoni,Subtrop,Yes,Prey,Food consumption rate,Adult,4,0.719,0.72,4,0.826,0.9123
a43,Pistevos et al,2015,2015,Ocean acidification and global warming impair shark hunting behaviour and growth,Sci Rep,5.228,4.122,6,Strong,Heterodontus portusjacksoni,Subtrop,Yes,Prey,Search time to locate food,Adult,7,169.091,487.8698,7,834.545,561.0518
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,35,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time close to speaker, 13-15 days",Larvae,36,48.18,40.416,36,48.766,42.174
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,35,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time close to speaker, 16-18days",Larvae,36,59.163,25.482,36,32.083,24.498
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,35,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time close to speaker, 19-21 days",Larvae,36,48.619,24.6,36,52.062,25.374
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,35,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time close to speaker, 22-24 days",Larvae,36,46.13,12.3,36,44.333,13.152
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,35,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time close to speaker, 25-28 days",Larvae,36,47.74,25.482,36,53.375,26.25
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,35,Strong,Lates calcarifer,Trop,Yes,Auditory,"Swimming velocity, 13-15 days",Larvae,36,0.939,0.906,36,0.731,0.624
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,35,Strong,Lates calcarifer,Trop,Yes,Auditory,"Swimming velocity, 16-18days",Larvae,36,2.004,1.314,36,1.561,1.032
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,35,Strong,Lates calcarifer,Trop,Yes,Auditory,"Swimming velocity, 19-21 days",Larvae,36,1.675,0.906,36,1.524,0.78
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,35,Strong,Lates calcarifer,Trop,Yes,Auditory,"Swimming velocity, 22-24 days",Larvae,36,1.942,0.846,36,1.618,0.624
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,35,Strong,Lates calcarifer,Trop,Yes,Auditory,"Swimming velocity, 25-28 days",Larvae,36,1.472,0.906,36,1.414,0.906
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,35,Strong,Lates calcarifer,Trop,Yes,Shelter,% time in shelter,Larvae,28,69.207,25.8119,28,89.634,14.5199
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,35,Strong,Lates calcarifer,Trop,Yes,Shelter,Time to emergence,Larvae,28,34.826,42.8135,28,122.145,130.8694
a45,Duteil et al,2016,2016,European sea bass show behavioural resilience to near-future ocean acidification,R Soc Open Sci,2.243,2.504,90,No,Dicentrarchus labrax,Subtrop,Yes,Shelter,Boldness,Adult,90,0.574,0.3926,90,0.495,0.3215
a46,Heuer et al,2016,2016,Altered brain ion gradients following compensation for elevated CO2 are linked to behavioural alterations in a coral reef fish,Sci Rep,4.259,4.122,20,Strong,Acanthochromis polyacanthus,Trop,Yes,Predator,% time in CAC,Adult,20,15.258,13.649,20,53.052,25.196
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification,Mar Biol,2.136,2.215,15,Strong,Atherina presbyter,Subtrop,Yes,Kin,"Swimming speed, 7 days",Larvae,12,2.766,0.7101,12,3.689,1.3475
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification,Mar Biol,2.136,2.215,15,Strong,Atherina presbyter,Subtrop,Yes,Kin,"Swimming speed, 21 days",Larvae,12,3.832,1.4896,12,3.934,1.6316
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification,Mar Biol,2.136,2.215,15,Strong,Atherina presbyter,Subtrop,Yes,Kin,"Nearest neighbour distance, 7 days",Larvae,12,1.469,0.1905,12,2.018,0.1905
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification,Mar Biol,2.136,2.215,15,Strong,Atherina presbyter,Subtrop,Yes,Kin,"Nearest neighbour distance, 21 days",Larvae,12,1.393,0.1524,12,1.283,0.1143
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification,Mar Biol,2.136,2.215,15,Strong,Atherina presbyter,Subtrop,Yes,Kin,"Clark-Evans Index, 7 days",Larvae,12,0.768,0.1074,12,1.079,0.1074
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification,Mar Biol,2.136,2.215,15,Strong,Atherina presbyter,Subtrop,Yes,Kin,"Clark-Evans Index, 21 days",Larvae,12,0.778,0.0727,12,0.82,0.0346
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification,Mar Biol,2.136,2.215,15,Strong,Atherina presbyter,Subtrop,No,-,"Absolute lateralization, 7 days, Fig 4",Larvae,31,45.63,22.4604,31,24.958,19.6486
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification,Mar Biol,2.136,2.215,15,Strong,Atherina presbyter,Subtrop,No,-,"Absolute lateralization, 21 days, Fig 4",Larvae,15,40.336,31.2434,29,27.731,25.7949
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification,Mar Biol,2.136,2.215,15,Strong,Atherina presbyter,Subtrop,No,-,"Absolute lateralization, Run 1, sham, Fig 5",Larvae,15,40.755,16.8087,16,31.509,17.36
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification,Mar Biol,2.136,2.215,15,Strong,Atherina presbyter,Subtrop,No,-,"Absolute lateralization, Run 2, sham, Fig 5",Larvae,7,40,11.98,14,24.34,14.121
a48,Milazzo et al,2016,2016,Ocean acidification affects fish spawning but not paternity at CO2 seeps,Proc R Soc B,4.94,4.847,13,No,Symphodus ocellatus,Subtrop,Yes,Mate,Time spent courting,Adult,14,21.122,13.0403,18,15.816,8.2998
a48,Milazzo et al,2016,2016,Ocean acidification affects fish spawning but not paternity at CO2 seeps,Proc R Soc B,4.94,4.847,13,No,Symphodus ocellatus,Subtrop,Yes,Mate,Number of chasing events per min,Adult,7,16.554,12.4284,12,12.584,14.392
a49,Munday et al,2016,2016,Effects of elevated CO2 on predator avoidance behaviour by reef fishes is not altered by experimental test water,PeerJ,2.177,2.118,24,Strong,Amphiprion percula,Trop,Yes,Predator,% time in predator cue,Larvae,16,8.969,8.968,16,80.269,23.32
a49,Munday et al,2016,2016,Effects of elevated CO2 on predator avoidance behaviour by reef fishes is not altered by experimental test water,PeerJ,2.177,2.118,24,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,Escape latency,Larvae,26,0.016,0.0051,26,0.027,0.0357
a49,Munday et al,2016,2016,Effects of elevated CO2 on predator avoidance behaviour by reef fishes is not altered by experimental test water,PeerJ,2.177,2.118,24,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,Escape speed,Larvae,26,0.65,0.0969,26,0.568,0.1734
a49,Munday et al,2016,2016,Effects of elevated CO2 on predator avoidance behaviour by reef fishes is not altered by experimental test water,PeerJ,2.177,2.118,24,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,Escape distance,Larvae,26,0.02,0.0051,26,0.018,0.0051
a49,Munday et al,2016,2016,Effects of elevated CO2 on predator avoidance behaviour by reef fishes is not altered by experimental test water,PeerJ,2.177,2.118,24,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,Maximum speed,Larvae,26,1.189,0.2142,26,1.034,0.255
a50,Munday et al,2015,2016,"Effects of elevated CO2 on early life history development of the yellowtail kingfish, Seriola lalandi, a large pelagic fish",ICES J Mar Sci,2.626,2.906,30,No,Seriola lalandi,Subtrop,No,-,"Number of line crosses, 880 uatm",Larvae,30,100,42.7224,30,80,53.6768
a50,Munday et al,2015,2016,"Effects of elevated CO2 on early life history development of the yellowtail kingfish, Seriola lalandi, a large pelagic fish",ICES J Mar Sci,2.626,2.906,30,No,Seriola lalandi,Subtrop,No,-,"Number of line crosses, 1700 uatm",Larvae,30,100,42.7224,30,116,70.1085
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish,Conserv Physiol,2.323,3.46,15,No,Chromis viridis,Subtrop,Yes,Kin,"Prop time spent w/ shoal, 750 uatm, familiar",Not provided,18,0.622,0.2249,18,0.462,0.1994
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish,Conserv Physiol,2.323,3.46,15,No,Chromis viridis,Subtrop,Yes,Kin,"Prop time spent w/ shoal, 1000 uatm, familiar",Not provided,18,0.622,0.2249,18,0.504,0.3267
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish,Conserv Physiol,2.323,3.46,15,No,Chromis viridis,Subtrop,Yes,Kin,"Prop time spent w/ shoal, 750 uatm, unfamiliar",Not provided,18,0.377,0.2291,18,0.537,0.2079
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish,Conserv Physiol,2.323,3.46,15,No,Chromis viridis,Subtrop,Yes,Kin,"Prop time spent w/ shoal, 1000 uatm, unfamiliar",Not provided,18,0.377,0.2291,18,0.496,0.3012
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish,Conserv Physiol,2.323,3.46,15,No,Chromis viridis,Subtrop,Yes,Kin,"Activity (shoal visits), 700 uatm",Not provided,18,45.441,20.5895,18,46.324,26.2025
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish,Conserv Physiol,2.323,3.46,15,No,Chromis viridis,Subtrop,Yes,Kin,"Activity (shoal visits), 1000 uatm",Not provided,18,45.441,20.5895,18,41.912,35.5618
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish,Conserv Physiol,2.323,3.46,15,No,Chromis viridis,Subtrop,Yes,Kin,"Activity (turns per min), alone, 750 uatm",Not provided,10,5.106,4.2027,10,11.402,8.9967
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish,Conserv Physiol,2.323,3.46,15,No,Chromis viridis,Subtrop,Yes,Kin,"Activity (turns per min), alone, 1000 uatm",Not provided,10,5.106,4.2027,10,10.842,8.4781
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish,Conserv Physiol,2.323,3.46,15,No,Chromis viridis,Subtrop,Yes,Kin,"Activity (turns per min), group, 750 uatm",Not provided,10,10.959,16.662,10,10.376,7.2985
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish,Conserv Physiol,2.323,3.46,15,No,Chromis viridis,Subtrop,Yes,Kin,"Activity (turns per min), group, 1000 uatm",Not provided,10,10.95,16.662,10,8.674,6.1949
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,89,Strong,Gobius bucchichi,Subtrop,Yes,Mimicked threat,"Escape speed, bare ",Not provided,73,29.381,15.0887,73,27.454,15.0887
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,89,Strong,Gobius bucchichi,Subtrop,Yes,Mimicked threat,"Escape speed, turf algae",Not provided,73,29.702,15.0887,73,24.243,19.2069
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,89,Strong,Gobius bucchichi,Subtrop,Yes,Mimicked threat,"Jump distance, bare",Not provided,73,7.808,4.5625,73,6.904,4.9128
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,89,Strong,Gobius bucchichi,Subtrop,Yes,Mimicked threat,"Jump distance, turf algae",Not provided,73,6.288,4.9128,73,5.671,5.2631
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,89,Strong,Gobius bucchichi,Subtrop,Yes,Mimicked threat,"Startle distance, bare",Not provided,73,2.595,3.2211,73,1.228,1.9053
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,89,Strong,Gobius bucchichi,Subtrop,Yes,Mimicked threat,"Startle distance, turf algae",Not provided,73,1.619,1.6661,73,0.74,1.0765
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,89,Strong,Forsterygion lapillum,Temp,Yes,Mimicked threat,"Escape speed, bare ",Not provided,107,42.805,30.2771,102,32.561,27.097
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,89,Strong,Forsterygion lapillum,Temp,Yes,Mimicked threat,"Escape speed, turf algae/rock",Not provided,107,46.463,37.849,102,27.683,17.2399
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,89,Strong,Forsterygion lapillum,Temp,Yes,Mimicked threat,"Jump distance, bare",Not provided,107,11.548,8.6787,102,11.419,8.4735
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,89,Strong,Forsterygion lapillum,Temp,Yes,Mimicked threat,"Jump distance, turf algae/rock",Not provided,107,11.097,10.0131,102,9.29,6.5142
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,89,Strong,Forsterygion lapillum,Temp,Yes,Mimicked threat,"Startle distance, bare",Not provided,107,4.171,3.3411,102,2.558,1.626
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,89,Strong,Forsterygion lapillum,Temp,Yes,Mimicked threat,"Startle distance, turf algae/rock",Not provided,107,2.696,2.3791,102,2.373,2.3229
a53,Nasuchon et al,2016,2016,Escape responses of the Japanese anchovy Engraulis japonicus under elevated temperature and CO2 conditions,Fish Sci,0.839,0.794,14,No,Engraulis japonicus,Temp,Yes,Mimicked threat,Response latency,Adult,15,6.3,4,12,7.3,2.6
a53,Nasuchon et al,2016,2016,Escape responses of the Japanese anchovy Engraulis japonicus under elevated temperature and CO2 conditions,Fish Sci,0.839,0.794,14,No,Engraulis japonicus,Temp,Yes,Mimicked threat,s1 duration,Adult,15,22.1,5.4,12,24.8,10.6
a53,Nasuchon et al,2016,2016,Escape responses of the Japanese anchovy Engraulis japonicus under elevated temperature and CO2 conditions,Fish Sci,0.839,0.794,14,No,Engraulis japonicus,Temp,Yes,Mimicked threat,s2 duration,Adult,15,21.7,3.4,12,21.4,4.1
a53,Nasuchon et al,2016,2016,Escape responses of the Japanese anchovy Engraulis japonicus under elevated temperature and CO2 conditions,Fish Sci,0.839,0.794,14,No,Engraulis japonicus,Temp,Yes,Mimicked threat,Turning rate,Adult,15,2.143,0.586,12,1.703,1.263
a53,Nasuchon et al,2016,2016,Escape responses of the Japanese anchovy Engraulis japonicus under elevated temperature and CO2 conditions,Fish Sci,0.839,0.794,14,No,Engraulis japonicus,Temp,Yes,Mimicked threat,Cumulative distance (D),Adult,15,0.05,0.01,12,0.047,0.023
a53,Nasuchon et al,2016,2016,Escape responses of the Japanese anchovy Engraulis japonicus under elevated temperature and CO2 conditions,Fish Sci,0.839,0.794,14,No,Engraulis japonicus,Temp,Yes,Mimicked threat,Maximum velocity (Vmax),Adult,15,1.412,0.612,12,1.55,0.562
a53,Nasuchon et al,2016,2016,Escape responses of the Japanese anchovy Engraulis japonicus under elevated temperature and CO2 conditions,Fish Sci,0.839,0.794,14,No,Engraulis japonicus,Temp,Yes,Mimicked threat,Maximum acceleration (Amax),Adult,15,76.203,44.118,12,116.31,85.561
a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming",Clim Change,3.496,3.537,12,Strong,Sparus aurata,Subtrop,Yes,Food,Time swimming,Larvae,12,47.423,6.4294,12,32.474,6.0726
a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming",Clim Change,3.496,3.537,12,Strong,Argyrosomus regius,Subtrop,Yes,Food,Time swimming,Larvae,12,39.793,6.0864,12,30.207,6.4432
a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming",Clim Change,3.496,3.537,12,Strong,Sparus aurata,Subtrop,Yes,Food,Attack %,Larvae,12,5.295,2.8475,12,1.557,1.015
a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming",Clim Change,3.496,3.537,12,Strong,Argyrosomus regius,Subtrop,Yes,Food,Attack %,Larvae,12,4.208,0.0003,12,3.492,0.0003
a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming",Clim Change,3.496,3.537,12,Strong,Sparus aurata,Subtrop,Yes,Food,Capture %,Larvae,12,4.364,1.8879,12,1.031,0.0003
a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming",Clim Change,3.496,3.537,12,Strong,Argyrosomus regius,Subtrop,Yes,Food,Capture %,Larvae,12,4.697,2.7297,12,2.061,0.0003
a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming",Clim Change,3.496,3.537,12,Strong,Sparus aurata,Subtrop,Yes,Food,Spin %,Larvae,12,0.0001,0.0003,12,0.0001,0.0003
a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming",Clim Change,3.496,3.537,12,Strong,Argyrosomus regius,Subtrop,Yes,Food,Spin %,Larvae,12,0.0001,0.0003,12,0.0001,0.0003
a55,Rossi et al,2016,2016,Lost at sea: ocean acidification undermines larval fish orientation via altered hearing and marine soundscape modification,Biol Lett,3.089,3.345,64,Strong,Argyrosomus japonicus,Trop,Yes,Auditory,"% time in loud chamber sections, ctrl soundscape",Larvae,64,65.586,43.888,64,37.761,50
a55,Rossi et al,2016,2016,Lost at sea: ocean acidification undermines larval fish orientation via altered hearing and marine soundscape modification,Biol Lett,3.089,3.345,64,Strong,Argyrosomus japonicus,Trop,Yes,Auditory,"% time in loud chamber sections, high co2 soundscapoe",Larvae,64,50.781,47.92,64,44.389,51.872
a55,Rossi et al,2016,2016,Lost at sea: ocean acidification undermines larval fish orientation via altered hearing and marine soundscape modification,Biol Lett,3.089,3.345,64,Strong,Argyrosomus japonicus,Trop,Yes,Auditory,"% time in loud chamber sections, ctrl-ctrl vs co2-co2",Larvae,64,65.586,43.888,64,44.389,51.872
a56,Sampaio et al,2016,2016,"Habitat selection disruption and lateralization impairment of cryptic flatfish in a warm, acid, and contaminated ocean",Mar Biol,2.136,2.215,30,No,Solea senegalensis,Trop,No,-,Absolute lateralization,Juvenile,30,22.031,14.8248,30,26.094,15.8114
a56,Sampaio et al,2016,2016,"Habitat selection disruption and lateralization impairment of cryptic flatfish in a warm, acid, and contaminated ocean",Mar Biol,2.136,2.215,30,No,Solea senegalensis,Trop,Yes,Habitat,Time in simple habitat,Juvenile,30,166.188,41.9282,30,125.04,106.5759
a57,Silva et al,2016,2016,"Effects of ocean acidification on the swimming ability, development and biochemical responses of sand smelt larvae",Sci Tot Environ,4.9,4.61,40,No,Atherina presbyter,Subtrop,No,-,Swim speed,Larvae,40,154936.875,25490.4463,40,145751.875,36812.374
a57,Silva et al,2016,2016,"Effects of ocean acidification on the swimming ability, development and biochemical responses of sand smelt larvae",Sci Tot Environ,4.9,4.61,40,No,Atherina presbyter,Subtrop,No,-,Swim speed,Larvae,40,154936.875,25490.4463,40,157061.25,25560.3603
a58,Sundin & Jutfelt,2015,2016,9–28 d of exposure to elevated pCO2 reduces avoidance of predator odour but had no effect on behavioural lateralization or swimming activity in a temperate wrasse (Ctenolabrus rupestris),ICES J Mar Sci,2.626,2.906,17,Weak,Ctenolabrus rupestris,Temp,No,-,"Absolute lateralization, 9 days acclimation water",Juvenile,24,30,24.3168,24,39.1666,23.2036
a58,Sundin & Jutfelt,2015,2016,9–28 d of exposure to elevated pCO2 reduces avoidance of predator odour but had no effect on behavioural lateralization or swimming activity in a temperate wrasse (Ctenolabrus rupestris),ICES J Mar Sci,2.626,2.906,17,Weak,Ctenolabrus rupestris,Temp,No,-,"Absolute lateralization, 19 days, acclimation water",Juvenile,23,29.5652,31.8346,17,16.4706,23.7016
